historical_map_file,python_map_file,historical_nonzero_voxels,spatial_r_historical_vs_python,mean_absolute_difference,max_absolute_difference,historical_positive_max,python_positive_max,historical_peak_MNI_x,historical_peak_MNI_y,historical_peak_MNI_z,python_peak_MNI_x,python_peak_MNI_y,python_peak_MNI_z,two_sided_FWE_significant_voxels,number_of_26_connected_clusters,largest_cluster_voxels
combinedmap.nii,combined_map_python_effective_n.nii.gz,285903,0.9996522693104509,0.0027013528467583195,0.01189262784310502,0.3304135501384735,0.32083113350137304,28,40,-22,28,40,-22,35,1,35
