dataset1_complete_case_n,dataset2_complete_case_n,dataset2_weight_used,weighting,n_voxels,cross_dataset_fisher_z_spatial_r,observed_combined_positive_max,observed_combined_absolute_max,n_permutations,seed,two_sided_FWE_threshold,two_sided_global_pFWE,one_sided_FWE_threshold,one_sided_global_pFWE,significant_voxels_two_sided,significant_positive_voxels,significant_negative_voxels,dataset1_design_rank,dataset2_design_rank
101,173,173,effective,285903,0.5887611554288521,0.32083113350137304,0.32083113350137304,10000,20260731,0.28064417839050293,0.0057994200579942,0.27134257555007935,0.0038996100389961006,35,35,0,28,28
