dataset1_primary_n,dataset2_cohort_n,dataset2_primary_complete_case_n,cross_dataset_spatial_r_raw,cross_dataset_spatial_r_fisher_z,figure3_spearman_rho,figure3_spearman_p,S1_dataset1_r,S1_dataset2_r
101,181,173,0.59019485205979,0.5887611658624601,0.23272094124980391,0.0016179603516363647,0.8261243002465888,0.8325776243361058
